Soil Moisture (%),Temperature (°C),Humidity (%),Rainfall (mm),Wind Speed (km/h),Solar Radiation (W/m²),Evapotranspiration (mm/day),Soil Type,Crop Type,Growth Stage,Root Depth (cm),Previous Irrigation (days),Irrigation Needed
28.94815593,16.63390852,43.5190158,3.375127334,13.18845924,754.8680239,1.268017991,Silt,Rice,Germination,97.12188651,1,0
20.40533728,22.88225845,45.05799968,25.93504972,11.55614101,930.3433814,8.665956886,Clay,Maize,Fruiting,73.26527938,7,0
9.27133822,28.48728231,81.03696347,8.968234101,17.32203091,785.9908525,5.935752544,Sandy,Tomato,Germination,22.30500487,9,1
22.33119185,34.76807912,63.6733673,48.53382727,5.788790432,632.545272,1.271104909,Silt,Rice,Fruiting,47.50253557,4,0
6.203598239,22.96881257,61.40345468,5.665175236,9.35362425,272.8210322,4.275418554,Clay,Tomato,Vegetative,44.68789898,6,1
36.82621407,30.64728441,36.88613231,20.18005012,12.38779939,700.0170867,1.608602935,Sandy,Wheat,Vegetative,58.08223996,6,0
14.05729936,37.14944371,81.6083816,36.89424924,8.223809517,661.0416094,7.003478889,Loamy,Maize,Flowering,85.7737607,8,0
28.18827995,30.3965797,73.36885819,35.2277214,8.549729082,642.2222534,7.588681344,Loamy,Wheat,Flowering,62.50798137,2,0
15.90988766,20.82398687,34.06010171,21.13643184,6.60569335,540.8072812,1.057965203,Clay,Maize,Fruiting,15.54010098,9,0
23.20238074,15.61001954,72.47010583,17.3262084,11.28463633,575.7909436,5.061398527,Clay,Tomato,Flowering,68.98741271,3,0
24.13485978,36.75247185,62.61229304,19.88061893,17.01149056,400.9982744,8.14625056,Silt,Soybean,Flowering,10.74387682,9,0
11.46990594,15.53173527,34.90352074,13.21381316,4.03056756,567.3814234,9.361630416,Loamy,Rice,Flowering,80.19644145,3,0
38.93546197,36.86754182,57.49803849,10.26664694,18.68866078,277.8003151,5.135178667,Clay,Tomato,Flowering,69.99724652,9,0
32.12964882,28.22342835,59.08177723,24.15198488,13.78175307,824.6569576,9.502792236,Loamy,Maize,Vegetative,37.79070925,4,0
37.88246295,38.47669246,39.94647241,13.4266878,16.46546425,267.1992592,5.356889705,Loamy,Maize,Flowering,36.31976241,5,0
36.31895726,34.96958089,86.74188882,14.37308324,11.12381385,176.4696609,3.941904946,Silt,Maize,Vegetative,81.84456969,2,0
25.92649926,39.94835276,80.99852229,32.83780317,15.59033403,492.6214237,8.482031286,Sandy,Maize,Vegetative,80.50030227,3,0
37.26559823,23.76779539,70.14134024,48.42686658,0.324007947,692.4766956,4.929827105,Silt,Rice,Germination,41.70721189,2,0
8.097237572,34.17970722,57.73773366,30.18186003,16.3676085,493.9451424,4.719025106,Clay,Wheat,Vegetative,36.90529553,1,0
11.85940018,25.04827284,54.7059325,3.848973353,0.802777182,349.0787188,4.903124894,Silt,Soybean,Vegetative,60.384231,9,1
6.582955112,26.99689051,69.05840803,3.779180693,17.79826753,602.3540655,8.467850019,Silt,Rice,Flowering,10.7529094,8,1
16.38656158,30.68763658,62.72591216,47.57116104,19.83925494,412.3021019,8.319415417,Loamy,Maize,Vegetative,17.44003342,0,0
18.60370514,36.84192785,33.73638635,14.86453952,5.881349244,939.5809211,4.035199924,Silt,Rice,Fruiting,21.35526311,1,0
14.49721611,39.60208673,60.75015893,4.603349304,4.206371126,930.3806256,3.332998599,Clay,Tomato,Flowering,26.6870636,7,1
34.00581282,34.20683535,78.38421703,29.95222936,15.30726728,552.134638,4.91928024,Sandy,Maize,Flowering,56.0816314,6,0
17.48636643,25.44416955,57.55439266,31.18243891,5.060526818,395.0955946,5.727725097,Silt,Soybean,Flowering,99.30177234,0,0
14.83270784,25.53392506,33.11739465,32.42524101,17.31124766,763.4191726,2.383372106,Silt,Maize,Germination,68.73520616,4,0
23.99436291,33.43955754,77.17669196,13.37010139,2.056851843,133.0416491,7.939550847,Sandy,Soybean,Flowering,15.5168915,9,0
9.932347874,20.96942864,42.08182693,0.755534211,2.519103928,527.2921054,4.864827657,Clay,Soybean,Vegetative,57.30214367,5,1
33.07689433,17.76185283,45.51725009,48.25076847,19.5830311,402.6910548,3.340455484,Clay,Wheat,Fruiting,54.69806912,4,0
7.609272529,23.86555394,39.88238121,12.54465228,13.47677797,928.4822966,1.06820993,Silt,Wheat,Flowering,22.97510342,3,0
39.54104278,22.18097479,49.81290389,33.8013144,16.93774449,110.8027245,2.388451604,Loamy,Rice,Flowering,92.82451319,0,0
32.02856693,22.40770301,75.40509034,35.33149349,6.486587547,597.5333881,9.492811718,Silt,Rice,Fruiting,49.66887229,6,0
11.95504885,20.84019378,61.16315157,30.50037085,13.52967499,766.597223,3.050996868,Sandy,Soybean,Flowering,99.51032265,8,0
5.193274099,16.05232974,42.29287645,15.64536971,11.88483655,536.5161888,1.688592894,Sandy,Maize,Germination,47.80650657,5,0
33.54115,15.44684837,82.66980469,13.55481269,12.0630024,176.8627271,4.606727917,Sandy,Tomato,Vegetative,64.71619324,2,0
29.74000703,39.69305974,82.7749113,29.88341414,13.65064919,975.215251,3.070877434,Silt,Tomato,Fruiting,19.42862828,9,0
30.51525088,25.69432834,82.2347055,43.30478168,11.50718346,566.2093882,0.351592503,Silt,Maize,Fruiting,50.88050414,3,0
31.99446213,24.60816618,44.32777268,47.33668645,8.581247386,652.7676199,3.231452173,Clay,Maize,Germination,31.48893046,9,0
7.591562811,31.99118207,57.07436065,5.29529022,5.518453888,312.9488044,5.441086239,Loamy,Wheat,Vegetative,85.20083187,4,1
17.5463005,20.4563472,89.09937937,7.74143063,15.37162662,535.1482766,5.51712372,Silt,Tomato,Germination,80.55276264,0,1
9.055417083,38.7490296,76.32074858,47.23681294,4.5254486,486.2345428,3.565589212,Clay,Soybean,Vegetative,84.17619997,4,0
35.20861991,34.65862536,31.63004527,36.82676142,13.84708612,167.4062578,4.473027563,Silt,Rice,Germination,75.1248494,0,0
26.81543444,17.23527506,33.91227548,44.14969124,4.666656453,195.5443182,9.655179182,Clay,Wheat,Flowering,84.94149013,8,0
16.58143087,25.43951939,57.83588261,10.13163171,12.5066034,853.7252677,3.773484772,Clay,Tomato,Germination,28.07458752,6,0
7.22454226,36.97795769,84.55321235,29.37929356,14.94156534,315.837957,2.582268133,Loamy,Maize,Fruiting,50.68393989,2,0
15.88438126,38.61830056,62.32210788,35.05697972,4.374277778,275.4624443,2.434670441,Silt,Tomato,Fruiting,72.2662192,8,0
16.38141627,26.68503778,59.86875048,34.00559427,1.198866017,554.4203061,4.577646127,Clay,Soybean,Fruiting,67.36532481,1,0
30.53621624,30.33528473,36.328422,20.40758454,2.61947486,791.8724182,7.595201487,Sandy,Wheat,Germination,74.47190346,6,0
27.3145115,19.17584865,69.40680628,0.769744585,12.11993935,155.7518667,2.059881842,Sandy,Maize,Fruiting,30.18325448,8,0
36.05244599,39.77921565,79.32618964,29.14630284,16.98892812,619.1271277,7.092961271,Sandy,Soybean,Fruiting,18.85912381,5,0
21.52752238,20.79179253,52.82520045,12.65507696,0.899936425,207.2893986,0.211498233,Loamy,Rice,Flowering,92.51259203,9,0
9.185798608,38.56829435,76.53671106,22.51271231,14.68302518,132.8149457,4.18932978,Clay,Wheat,Flowering,60.4154706,4,0
29.96356755,31.24116622,87.86859923,47.87905075,6.826372919,147.4695569,7.758650652,Loamy,Soybean,Vegetative,23.84433321,6,0
31.6274767,30.19341987,42.22598755,19.95176588,9.570567398,850.7476974,3.387329558,Silt,Soybean,Vegetative,81.40929237,5,0
24.64470191,27.81721278,61.39977787,41.99008033,18.577191,206.1752353,5.637371014,Silt,Maize,Vegetative,92.3436943,4,0
31.9838513,20.76674529,47.22827749,9.427030287,6.639430095,140.636228,2.049792328,Clay,Rice,Germination,25.26071667,1,0
22.28284587,19.4132008,77.57126514,33.6230249,9.306738679,494.1098984,7.419953911,Sandy,Soybean,Vegetative,83.56712097,7,0
23.29564903,20.51215523,64.65560195,48.85034772,0.273648295,859.5941247,0.522791033,Clay,Wheat,Germination,93.99025552,6,0
19.96393564,19.66095655,68.07494505,5.094655044,1.6319744,336.1675388,8.525426449,Clay,Soybean,Germination,94.45254403,5,1
5.889669436,34.48961184,77.87484958,0.415997111,5.171831823,479.5413558,1.981963864,Clay,Tomato,Vegetative,92.27408155,4,1
8.776199945,23.75313148,53.75822836,21.67913963,0.557044816,135.9302793,8.743980317,Loamy,Wheat,Vegetative,59.17789111,4,0
6.100021499,16.44606691,84.9054041,4.631274153,12.62750652,504.1706627,3.525292413,Silt,Wheat,Germination,42.05901855,8,1
27.27436439,39.22756575,61.98173203,37.41921748,8.527967136,619.8517726,7.226835745,Clay,Soybean,Flowering,10.65455269,0,0
16.00245934,37.09464712,39.47728937,45.72743319,10.96290405,613.8163484,3.192252978,Clay,Maize,Fruiting,15.48210042,8,0
22.79997419,38.19380708,71.75394709,21.70104864,3.492943718,399.184023,9.059116712,Clay,Wheat,Fruiting,48.59551138,5,0
36.76482659,39.87269557,77.59568103,12.93558211,5.918640589,383.9798626,1.266371255,Loamy,Tomato,Fruiting,45.93935318,3,0
13.72522802,19.34738123,49.00570062,21.72016595,13.2764895,195.961257,1.785197893,Loamy,Maize,Flowering,26.62425186,9,0
19.36340231,24.90605047,81.43075542,36.17239089,19.30605447,430.1184886,4.930301252,Loamy,Maize,Germination,45.59320252,6,0
31.44428985,33.95596189,84.36859529,0.452708079,1.008335472,189.545202,0.81938439,Clay,Maize,Vegetative,25.71850589,8,0
13.00793579,32.40051545,46.61426924,29.47269947,17.80768642,789.9363502,1.959801847,Sandy,Wheat,Germination,86.39121275,4,0
7.694296844,18.84739766,89.01128836,30.66458424,11.53762403,969.646868,9.437663822,Sandy,Maize,Germination,36.83753901,4,0
15.14130085,35.39582812,38.44269168,31.88441234,11.27839134,973.067011,9.764896611,Sandy,Soybean,Vegetative,63.87079151,7,0
10.64274505,20.6110143,42.1209401,12.101104,10.0055707,878.5639894,3.762593293,Silt,Maize,Flowering,55.25587558,6,0
37.53941783,20.59544037,41.05349035,35.70263617,1.387881718,640.7129344,9.23286021,Clay,Tomato,Fruiting,14.66938698,7,0
33.28421328,28.42436057,83.6393826,4.569574317,1.797537035,730.7791275,5.448246757,Sandy,Rice,Fruiting,94.80103475,9,0
27.16913148,29.82349837,69.25755314,9.963516823,12.01824011,356.6852224,2.697424659,Sandy,Tomato,Germination,57.45033804,1,0
35.50112066,29.5021552,39.12625699,43.87350233,6.819171429,667.6933782,7.023987211,Sandy,Wheat,Flowering,39.25518791,8,0
33.12852269,17.28717093,56.4194051,36.93615754,18.34536133,510.0845945,6.589018066,Clay,Maize,Fruiting,24.23139127,2,0
11.52995206,36.93652157,66.9178815,0.687277701,8.131810747,533.8156058,9.891253191,Sandy,Maize,Flowering,40.46739713,5,1
36.23956495,21.64000106,35.0078451,12.41881302,2.865629174,781.9989043,2.650472874,Sandy,Soybean,Vegetative,11.84604427,5,0
23.87697847,18.23787303,82.9449821,10.72032415,14.29437667,353.72652,6.720595027,Clay,Maize,Germination,42.72023398,1,0
33.26040543,37.218702,78.21621213,13.5403164,5.867068429,386.2356505,0.52023755,Silt,Tomato,Germination,57.83373346,6,0
36.3631955,38.89128746,60.31240641,12.37798851,10.50940615,932.177612,1.136460387,Loamy,Wheat,Flowering,88.46796213,8,0
16.13012162,36.55319043,88.02759692,3.126314787,13.95665571,150.6018654,0.03918375,Sandy,Rice,Fruiting,71.86369759,9,1
8.851817358,35.23790187,55.06565876,22.94702583,18.00528222,537.0708686,9.994606811,Loamy,Maize,Flowering,20.04240818,0,0
12.97773069,31.38104952,89.04661914,36.63667374,15.8438239,921.5207204,8.022736971,Silt,Rice,Vegetative,23.2971692,7,0
19.9487726,28.77143427,70.07519993,30.33658624,13.52722136,649.326707,7.867230147,Silt,Maize,Fruiting,48.5311031,1,0
33.63051681,17.174669,68.0802764,33.64358343,13.59266365,591.7663668,5.097260753,Sandy,Wheat,Fruiting,27.61369765,0,0
35.12557041,25.21133033,39.95729372,4.057458927,18.91849288,324.7697613,3.000670829,Clay,Tomato,Flowering,12.50647998,7,0
5.243324569,24.31721293,82.9156655,47.57453551,5.91648195,408.9479402,1.512642845,Silt,Wheat,Vegetative,82.45133921,1,0
22.87615559,21.49384459,55.64938128,41.92459169,0.022241884,866.8435742,2.846747388,Loamy,Rice,Fruiting,11.75703136,5,0
19.60938511,33.08550284,39.73400435,40.25451592,5.439091188,603.2963186,3.759712219,Loamy,Maize,Germination,84.76206447,5,0
12.77377337,27.39689338,30.7564512,41.14919025,4.357827593,563.2679744,7.56310097,Loamy,Rice,Vegetative,22.96935667,4,0
9.195287857,17.0261554,63.58534102,46.63552541,13.2366917,189.6217422,5.396617889,Loamy,Tomato,Fruiting,97.72105697,7,0
16.816531,20.50458005,61.64397733,27.21269831,12.674232,114.4253408,0.774836266,Silt,Wheat,Flowering,64.34865206,2,0
38.00183964,32.08146909,73.16121734,10.01410089,11.86922765,967.3166698,0.18029009,Sandy,Rice,Fruiting,76.14846745,9,0
16.31210262,16.90327149,83.41548318,30.83918039,0.324868864,439.2875506,1.023321795,Sandy,Rice,Germination,19.94352652,3,0
23.15767176,36.28017285,34.76439508,37.14407468,14.57556109,642.8917559,4.104987137,Loamy,Tomato,Vegetative,87.58936661,6,0
29.60566356,27.37866318,73.88978942,36.89586967,6.47060825,171.7435659,9.33192917,Sandy,Maize,Fruiting,85.52731086,6,0
17.72703608,27.01466443,41.24471665,26.07245121,13.30111978,714.8028572,6.374024812,Loamy,Rice,Germination,68.76934584,7,0
39.0123729,29.81019462,81.49062319,3.422935967,11.13156857,939.3100378,8.018258999,Loamy,Tomato,Fruiting,55.20473781,1,0
38.68565532,35.61702415,79.14381083,18.55564692,6.854618509,618.0987277,4.663745945,Clay,Maize,Fruiting,74.93402558,1,0
13.81238035,23.6952302,62.4476253,46.03833042,2.691525342,213.5037901,3.616660832,Silt,Maize,Vegetative,10.53353938,3,0
22.40369771,31.95040381,72.61456792,29.22244549,1.888377953,623.5493747,1.084003727,Silt,Wheat,Flowering,63.31966799,9,0
15.53074084,29.1432991,48.86100679,26.91659716,16.63036666,789.7124918,8.759330222,Loamy,Tomato,Flowering,86.26655214,8,0
14.9694173,21.67570675,58.27007394,13.44267572,18.36795084,465.7748829,7.83160029,Silt,Maize,Germination,42.12098985,9,0
6.291043157,36.96574966,79.29821386,18.422446,12.99576094,891.8539731,1.681180976,Sandy,Wheat,Germination,19.74604208,8,0
26.33475169,34.93565054,57.55591183,44.76730446,2.068682297,683.814658,5.122605639,Loamy,Soybean,Germination,47.87895248,3,0
22.59376581,31.46129587,51.46789592,33.32315238,8.040544338,909.3240265,4.873748079,Clay,Tomato,Vegetative,75.43940042,8,0
6.801756294,36.26454323,59.65274684,39.36935134,14.578784,661.1547801,6.250915527,Sandy,Soybean,Flowering,19.65710893,2,0
14.75262625,36.68235502,79.69495515,22.71727115,15.59641768,218.1591748,9.46186894,Clay,Maize,Germination,28.54437042,4,0
36.78930601,32.70907442,50.11248284,31.51236097,2.364372446,378.72254,5.797714418,Clay,Tomato,Germination,23.27966621,9,0
13.38466617,35.92533321,40.42569559,12.41918044,0.000614377,281.6154534,5.402172668,Silt,Wheat,Fruiting,81.725298,8,0
10.07132052,32.43678654,72.72084122,35.27304151,14.24274092,917.9438479,0.503229329,Silt,Maize,Fruiting,15.66033602,5,0
22.13084661,32.00351929,79.55869276,21.38006669,7.13192352,784.3600606,0.62907476,Loamy,Tomato,Germination,71.79278519,2,0
39.49776589,30.46528446,36.03824871,22.12727574,5.089626632,708.758532,1.873467913,Silt,Tomato,Fruiting,42.98112287,9,0
13.4719345,33.81791599,44.39244677,32.46611623,0.257949396,370.8696877,0.324707717,Clay,Soybean,Fruiting,78.02121186,8,0
28.52474416,18.96512763,38.51831939,46.81403107,10.80598814,265.6402948,7.433528956,Clay,Maize,Fruiting,96.79450769,5,0
31.65668654,37.02176898,50.87648469,3.20031733,17.02301471,780.8059792,7.23330304,Sandy,Wheat,Vegetative,20.30907696,3,0
13.31731404,36.79608819,57.02105873,41.23716187,19.15263293,526.7421513,1.360562344,Clay,Wheat,Germination,38.2946537,3,0
30.4875722,15.73118208,74.92958022,14.61915552,11.31489901,303.2105969,8.360789008,Loamy,Maize,Germination,82.91128849,7,0
17.87240965,35.64541876,69.06885509,22.19597273,10.28922655,654.9597803,1.547860348,Loamy,Maize,Fruiting,33.95425474,6,0
27.13070407,18.22174669,67.25571405,1.095666439,1.70112771,136.3004669,3.01175587,Silt,Rice,Vegetative,29.36085373,0,0
27.17353988,23.37797136,51.1424968,15.05230389,10.97745603,393.5532287,2.489768992,Silt,Soybean,Fruiting,84.28401801,5,0
23.75211394,33.58770641,80.48685319,25.13156213,7.599581579,521.7012951,3.723070986,Silt,Maize,Vegetative,98.83741276,7,0
8.160141952,19.0189974,58.27723004,2.808803867,12.14270562,233.1625007,2.546637659,Loamy,Maize,Germination,60.11925311,2,1
34.23558735,35.4491756,88.74629628,24.55478647,7.774526958,986.1890298,4.889509264,Clay,Rice,Fruiting,35.02438735,8,0
16.22730227,35.80335445,68.0485283,46.35553144,4.805982469,288.1876281,4.074078814,Silt,Rice,Germination,45.87093654,9,0
11.52814786,27.68669334,37.57588449,5.269660905,1.899305505,217.317817,9.865694908,Sandy,Tomato,Vegetative,25.31172946,1,1
6.427129954,15.15964679,70.57065372,38.2220364,6.298368892,283.1813865,0.559263501,Silt,Wheat,Flowering,78.5698551,5,0
25.68125301,22.17595333,49.50624093,20.48355267,1.932896686,792.1550198,1.421813764,Loamy,Soybean,Vegetative,79.6126616,0,0
28.71475266,30.42317296,71.1796318,32.75868573,3.537939016,482.9550933,0.528258939,Silt,Tomato,Flowering,88.76088931,1,0
5.580574012,39.52965445,34.17846889,13.0118299,19.74672317,608.8743458,6.25841195,Clay,Maize,Germination,12.39423072,4,0
22.92325704,30.79533818,40.49288623,7.974613127,8.882071138,118.9082413,0.545092774,Silt,Rice,Germination,60.57832075,0,0
12.92735213,21.49508953,81.34423553,8.023130714,10.63743533,130.9881777,8.364397374,Loamy,Wheat,Fruiting,29.28298909,7,1
27.58104766,30.85014258,43.63077342,3.524597282,17.47237057,501.2429948,5.119386307,Loamy,Tomato,Flowering,40.67947139,0,0
11.10282502,28.49963449,80.22246751,9.282335245,19.91137801,834.9897189,5.270076246,Sandy,Wheat,Vegetative,80.64600538,8,1
29.18282083,34.49613488,46.75656531,33.21096925,11.65428899,896.7149908,5.615945077,Loamy,Rice,Germination,27.28302871,9,0
18.53573712,17.67451597,68.5729146,44.08453059,16.24947642,178.0359108,1.708137063,Sandy,Tomato,Flowering,67.45075755,2,0
37.78554961,34.02569756,71.64903441,40.70628428,6.538820487,584.5267919,1.976903031,Clay,Tomato,Vegetative,68.91095721,1,0
9.813233045,28.53166447,60.75928519,34.25671549,6.114879149,921.9067177,3.188173229,Loamy,Wheat,Flowering,95.86845234,0,0
16.93732229,39.0748001,48.3186406,5.521593171,8.05407442,449.175479,5.934964158,Silt,Rice,Vegetative,79.76448357,8,1
8.971573243,23.54680415,42.75866258,14.45937231,13.45014525,846.6092483,2.101177759,Clay,Maize,Vegetative,82.32716324,3,0
37.36427664,30.81554733,31.99136127,15.49034377,13.64383379,220.326089,1.163317271,Silt,Tomato,Vegetative,57.84406741,0,0
35.70687737,38.30070264,48.23678407,12.49784732,6.304788693,941.8550407,9.701168864,Silt,Maize,Vegetative,26.81027264,0,0
14.02795697,17.5627432,69.18976743,25.75028299,2.664198483,776.2809858,0.219818148,Silt,Rice,Flowering,48.30070291,6,0
28.09944161,38.43071218,86.29828911,26.77769074,12.64792513,947.2009535,8.026974053,Clay,Tomato,Flowering,59.45406162,1,0
33.60277701,32.19714306,82.27226894,17.84429876,2.566517244,708.9555102,7.880351496,Clay,Tomato,Fruiting,71.05773265,6,0
24.43202841,16.69592648,75.96388659,17.68945794,11.56985016,427.0635388,2.972141138,Loamy,Maize,Flowering,64.69382006,6,0
23.53777024,22.52408917,77.3068406,41.4277799,13.86844256,944.3630553,1.35626616,Silt,Soybean,Flowering,45.4580046,9,0
13.46483018,32.70430222,69.89909421,39.46464242,14.01222993,348.0100987,1.456286467,Sandy,Maize,Fruiting,33.87817963,8,0
8.258596873,16.68376504,45.61721145,15.38979158,15.06944221,398.9552699,6.974316172,Loamy,Maize,Flowering,25.14077589,6,0
36.40255153,29.5542615,84.43170184,45.68942219,17.45718843,730.7275762,6.428065911,Clay,Soybean,Vegetative,72.44608476,0,0
36.514632,23.64707642,70.24393871,47.64075085,9.999179839,788.7846696,7.827456743,Sandy,Rice,Germination,68.08588069,7,0
27.158551,30.52288794,63.62643786,16.3371271,14.60498379,936.4631355,9.374811724,Clay,Rice,Germination,71.86352192,7,0
16.86604269,16.14355085,36.65936815,17.72124744,12.38345471,284.3221682,6.919273633,Sandy,Tomato,Fruiting,43.52747075,3,0
17.22233511,36.78842015,56.82333263,25.28170767,3.732798796,818.1982317,1.558515366,Loamy,Wheat,Flowering,33.61670403,7,0
30.40844876,39.33722423,57.62149627,47.05604063,0.513792897,764.6914481,2.434426168,Sandy,Wheat,Flowering,78.37491958,3,0
36.3988591,39.22194638,81.87381657,43.81597166,5.690827714,157.4151006,8.421937309,Loamy,Tomato,Fruiting,79.62826555,7,0
36.04802485,33.74129579,62.79889321,5.128398129,8.860674127,448.5008271,2.093060758,Clay,Wheat,Germination,51.00547366,4,0
32.29564411,18.252156,52.82403294,19.63653716,12.34211889,354.4889114,0.72522317,Sandy,Maize,Vegetative,65.07136763,3,0
27.47110762,33.9565799,88.60801971,27.66855949,16.99918661,374.0413819,7.03280054,Silt,Maize,Flowering,43.61676978,5,0
7.944898775,15.61467291,36.6432356,25.15662363,3.924914334,984.6521916,4.025263555,Silt,Soybean,Fruiting,73.17524801,1,0
10.65700499,15.55308879,55.3529057,9.693153397,2.510995798,678.4996721,9.200400525,Clay,Soybean,Vegetative,85.2149437,1,1
36.4493966,23.09025548,32.52148051,42.94083856,19.26959895,745.908542,6.502550711,Sandy,Tomato,Fruiting,71.94099496,1,0
26.22501709,27.21607976,74.39424725,33.84703915,2.160891188,978.9558736,0.904189778,Silt,Tomato,Fruiting,56.13243642,8,0
5.321896807,34.26018545,85.08459313,41.89541874,9.569821402,439.4816042,9.478565673,Loamy,Tomato,Fruiting,51.27921635,9,0
8.551504,32.08238442,46.80223977,42.93821397,11.71127458,821.6561516,2.585572636,Sandy,Maize,Germination,67.80876859,2,0
28.22256192,26.14756766,81.50050061,37.41779268,10.82748842,491.077867,3.372124904,Sandy,Wheat,Germination,71.18298024,9,0
